gene10007	LOC105883949
gene26007	MORN3
gene26008	ORAI1
gene26009	KDM2B
gene275	LOC109729925
gene26010	RNF34
gene26011	ANAPC5
gene26012	CAMKK2
gene26013	P2RX4
gene26014	LOC109729863
gene26015	LOC105880916
gene26016	P2RX7
gene26017	LOC109729855
gene2491	LOC105863921
gene26018	IFT81
gene26020	ATP2A2
gene26021	ANAPC7
gene26022	ARPC3
gene26023	GPN3
gene26024	LOC105880923
gene26025	FAM216A
gene26026	VPS29
gene26027	RAD9B
gene26028	PPTC7
gene26029	LOC105880927
gene26030	TCTN1
gene26031	HVCN1
gene2492	TTLL7
gene26032	LOC109729856
gene26033	PPP1CC
gene26034	LOC105880932
gene26035	CCDC63
gene26036	MYL2
gene26037	CUX2
gene26038	FAM109A
gene26039	LOC105878695
gene26040	SH2B3
gene26041	ATXN2
gene2494	PRKACB
gene26042	LOC105878694
gene26043	BRAP
gene26044	ACAD10
gene276	FAM198A
gene26045	LOC105878697
gene26046	LOC105878687
gene26047	ALDH2
gene26048	MAPKAPK5
gene26049	LOC105878681
gene26051	ERP29
gene26052	NAA25
gene26054	TRAFD1
gene26056	HECTD4
gene26057	LOC105878677
gene26059	RPL6
gene26060	PTPN11
gene26061	LOC105882071
gene26062	LOC105870427
gene26063	LOC105861828
gene26064	ANHX
gene26065	ZNF268
gene2495	LOC105863924
gene26066	ZNF10
gene26067	ZNF891
gene26068	LOC105861820
gene2496	SAMD13
gene26069	ZNF26
gene26070	ZNF605
gene26071	CHFR
gene26072	GOLGA3
gene26073	ANKLE2
gene26074	PGAM5
gene26075	PXMP2
gene26076	LOC105861813
gene26077	LOC105861814
gene26078	LRCOL1
gene26079	LOC105865746
gene26080	LOC105865748
gene26081	GALNT9
gene26082	LOC105879465
gene26083	NOC4L
gene26084	DDX51
gene26085	LOC109729226
gene26087	EP400
gene26088	PUS1
gene26090	ULK1
gene26091	MMP17
gene26092	SFSWAP
gene26093	ADGRD1
gene26094	LOC105879471
gene26095	LOC105879472
gene26096	LOC105879470
gene26098	LOC105879456
gene26099	RAN
gene26100	STX2
gene26101	RIMBP2
gene2497	LOC105861798
gene2498	LOC105861795
gene26102	LOC109729849
gene26103	PIWIL1
gene26104	FZD10
gene26105	LOC105872761
gene2499	DNASE2B
gene26106	TMEM132D
gene26107	LOC105882465
gene26108	SLC15A4
gene26109	TMEM132C
gene26110	LOC105882452
gene26111	LOC105879508
gene26112	LOC105872609
gene26113	LOC105880837
gene26115	LOC109729847
gene26116	LOC105882456
gene26117	LOC105882454
gene26118	LOC105882457
gene26119	LOC105882458
gene26120	LOC109729872
gene26121	LOC105882459
gene26122	LOC105882460
gene26123	LOC105882462
gene26124	LOC105882461
gene26125	LOC109729897
gene26126	LOC109729895
gene2500	RPF1
gene26127	LOC105882463
gene2501	GNG5
gene26128	LOC109729898
gene26129	LOC105869859
gene26130	LOC109729914
gene26131	LOC105861345
gene26132	LOC105861344
gene26133	CCDC174
gene26134	LOC105860705
gene26135	NR2C2
gene26136	FGD5
gene26137	C22H3orf20
gene2502	SPATA1
gene26138	LOC105860704
gene26139	LOC105862333
gene26140	RBSN
gene26141	TRH
gene26142	LOC105862335
gene26143	LOC105862336
gene26144	LOC109729956
gene26145	LOC105868554
gene26146	GP9
gene26147	LOC105868555
gene26148	ISY1
gene26149	LOC105865466
gene26150	CNBP
gene26151	LOC105861463
gene26152	HMCES
gene26153	LOC105869330
gene2503	CTBS
gene26154	LOC105876665
gene26155	LOC105883796
gene26156	LOC105882984
gene26157	LOC105882987
gene26158	RAB7A
gene26159	LOC105882985
gene26160	LOC105882989
gene26161	GATA2
gene2504	SSX2IP
gene26162	LOC105857798
gene26163	LOC109729922
gene26164	MGLL
gene26165	KBTBD12
gene26166	LOC105871423
gene26167	PODXL2
gene26168	LOC105857919
gene26169	LOC105868771
gene26170	TPRA1
gene26171	LOC109729946
gene26172	LOC105868092
gene26173	LOC105863693
gene26174	LOC105882122
gene26175	LOC105864100
gene26176	CHCHD6
gene26177	LOC105867812
gene26178	LOC105868953
gene26179	LOC109729921
gene26180	LOC105859550
gene26181	LOC105859551
gene26182	LOC105859553
gene26183	LOC109729905
gene26184	LOC105859554
gene26185	DNAJB8
gene26186	LOC109729957
gene26187	CFAP100
gene26188	LOC105862259
gene26189	KLF15
gene26190	LOC105862258
gene26191	LOC105860650
gene26192	LOC105869359
gene26193	LOC109729960
gene26194	LOC105861336
gene26195	LOC105861335
gene26196	XPC
gene26197	LSM3
gene26198	LOC105882148
gene26199	LOC105870877
gene26200	LOC105885935
gene26201	LOC105885928
gene26202	LOC105864878
gene26203	LOC105864876
gene26205	LOC105882145
gene26206	LOC105882132
gene26207	LOC105882137
gene26208	LOC105866339
gene26209	LOC105866338
gene26210	LOC105866337
gene26211	LOC109729961
gene26213	LOC105865556
gene26214	LOC105865531
gene26215	LOC105865548
gene26216	LOC105865546
gene26217	LOC105865530
gene26218	LOC105865581
gene2505	LOC105861792
gene26219	CEACAM18
gene26220	LOC105866341
gene26221	LOC105874762
gene26222	LOC105862910
gene26223	LOC105862909
gene26224	SIGLECL1
gene26225	LOC105862908
gene26226	LOC105867731
gene2506	LOC105861791
gene26227	ZNF132
gene26228	ZNF584
gene2507	LPAR3
gene26229	RNF225
gene26230	RPS5
gene26231	LOC105867736
gene26232	ZNF837
gene26233	LOC105867725
gene26234	A1BG
gene26235	ZSCAN22
gene26237	ZNF8
gene26238	ZNF544
gene26239	ZNF274
gene26240	ZNF329
gene26241	LOC105867742
gene26242	ZSCAN18
gene26244	LOC105867739
gene2508	LOC105861801
gene26245	LOC105867728
gene26246	LOC105867747
gene26247	LOC105867749
gene26248	ZNF606
gene2509	MCOLN2
gene26250	C22H19orf18
gene26251	LOC109729944
gene26252	ZNF256
gene26254	LOC105864494
gene26255	LOC105864500
gene26256	ZNF446
gene26257	SLC27A5
gene26258	ZBTB45
gene26259	TRIM28
gene26260	CHMP2A
gene26261	UBE2M
gene26262	MZF1
gene26263	LOC109729942
gene26265	LOC105864491
gene26266	LOC105858329
gene26267	ZNF671
gene26268	ZNF154
gene26269	LOC109729943
gene26270	ZNF551
gene26271	ZSCAN4
gene26272	ZNF211
gene26275	ZNF134
gene26277	LOC105863868
gene26278	ZIK1
gene26279	LOC105863862
gene2510	MCOLN3
gene26280	LOC105863861
gene26281	LOC105863866
gene26282	LOC105863867
gene26283	ZNF772
gene26284	LOC105863860
gene2511	WDR63
gene26285	LOC109729219
gene26286	LOC105863863
gene26287	LOC109729907
gene26288	ZNF547
gene26289	ZNF304
gene26290	LOC109729911
gene26291	ZNF460
gene26292	LOC105863873
gene26293	LOC105863875
gene26294	LOC105863858
gene26295	LOC105862359
gene2512	SYDE2
gene26296	LOC105862357
gene26297	LOC105884335
gene26299	LOC105884329
gene26300	AURKC
gene26301	LOC105884324
gene26302	ZNF264
gene2513	LOC105861764
gene26303	DUXA
gene26304	USP29
gene26305	LOC105862356
gene26306	LOC105862362
gene26307	LOC105862363
gene26308	LOC105862354
gene26309	LOC105862355
gene26310	LOC105862360
gene26313	ZNF667
gene26315	ZNF583
gene2514	C2H1orf52
gene26317	ZNF582
gene26318	LOC105862606
gene26320	LOC105867563
gene26322	ZNF835
gene26323	SMIM17
gene26324	ZNF71
gene2515	BCL10
gene26325	ZNF470
gene2516	LOC105861765
gene26326	ZFP28
gene2517	DDAH1
gene26327	ZNF471
gene26329	LOC105867569
gene26331	LOC105867573
gene26332	LOC105867574
gene26333	LOC105867576
gene26334	LOC105867570
gene26335	LOC105867575
gene26336	ZSCAN5B
gene26337	LOC105867578
gene26338	LOC105867580
gene26339	ZNF444
gene26340	ZNF787
gene2518	LOC105861777
gene26341	NLRP5
gene26342	LOC105882848
gene2520	LOC105861775
gene26344	LOC105882850
gene26345	LOC105882849
gene26346	LOC105882852
gene26347	IGLON5
gene26348	VSIG10L
gene26349	ETFB
gene26350	CLDND2
gene26351	NKG7
gene26352	LIM2
gene26353	C22H19orf84
gene26354	SIGLEC10
gene26355	LOC105882846
gene2522	CYR61
gene26356	ZNF175
gene26357	LOC105882861
gene26358	LOC105882862
gene2523	LOC105861788
gene26359	LOC109729910
gene26360	SPACA6
gene26361	HAS1
gene26362	LOC105882868
gene2524	ZNHIT6
gene26363	FPR1
gene26364	FPR2
gene26365	LOC105882870
gene26366	LOC105882840
gene26367	LOC105882842
gene2525	LOC105861786
gene26368	LOC105882871
gene26369	LOC105882873
gene2526	COL24A1
gene26370	LOC105882882
gene26371	LOC105882877
gene26373	LOC105882879
gene26374	LOC105882874
gene2527	LOC105861808
gene26375	LOC105882843
gene26376	LOC105882876
gene26377	LOC105882883
gene26378	PPP2R1A
gene26379	LOC105882884
gene26380	LOC105875685
gene2528	ODF2L
gene26381	LOC105868668
gene26383	LOC105868667
gene26384	LOC105866355
gene26385	LOC105866354
gene26386	LOC105867593
gene26387	LOC105867596
gene26388	LOC105867595
gene26389	ZNF677
gene26391	LOC105867602
gene26392	LOC105867597
gene26393	LOC105859968
gene26394	LOC105859972
gene26395	LOC105859985
gene26396	LOC105859977
gene26397	LOC105859971
gene26399	LOC105859976
gene26401	LOC105859969
gene26402	LOC105859981
gene2529	LOC105861766
gene26403	LOC105859982
gene26404	LOC105859973
gene26405	LOC105859975
gene26406	LOC109729908
gene26407	LOC105859987
gene26408	LOC105859979
gene26409	LOC105859983
gene26410	LOC105874739
gene26411	LOC105874734
gene26412	LOC105874735
gene2530	LOC105861769
gene26413	LOC105874736
gene26415	LOC105874738
gene26417	LOC105874733
gene26418	ZNF331
gene26419	LOC105874732
gene26420	LOC105874730
gene26421	DPRX
gene26422	NLRP12
gene26423	LOC105874729
gene26424	MYADM
gene26425	PRKCG
gene26426	LOC105874726
gene26427	CACNG7
gene26428	LOC105874721
gene26429	CACNG8
gene26430	CACNG6
gene2531	LOC105861772
gene26431	VSTM1
gene26432	TARM1
gene26433	LOC105874742
gene26434	LOC109729951
gene26435	LOC105874717
gene2533	CLCA4
gene26436	LOC105874745
gene26437	OSCAR
gene26438	NDUFA3
gene26439	TFPT
gene26440	PRPF31
gene26441	CNOT3
gene2534	LOC105861760
gene26442	LENG1
gene26443	TMC4
gene26444	MBOAT7
gene26445	TSEN34
gene2535	SH3GLB1
gene26446	RPS9
gene26447	LOC105874714
gene26448	LOC105877176
gene26449	LOC105874711
gene277	LOC105874434
gene26450	LOC105870873
gene26451	LOC109729952
gene26452	LOC105877173
gene26454	LOC105877185
gene26455	LOC105877179
gene26456	CDC42EP5
gene26457	LENG9
gene26458	LENG8
gene26459	TTYH1
gene26460	LAIR1
gene26461	KIR3DL3
gene26462	LOC105877209
gene26463	LOC109729222
gene26464	LOC105877178
gene26466	LOC105877181
gene26467	LOC105877180
gene26468	LOC105877211
gene26469	LOC109729933
gene26470	LOC105877214
gene26471	NLRP2
gene26472	LOC105877186
gene26473	LOC105877188
gene26475	RDH13
gene26476	EPS8L1
gene26477	PPP1R12C
gene26478	LOC105877192
gene26479	TNNT1
gene26480	TNNI3
gene26481	DNAAF3
gene26482	SYT5
gene26483	PTPRH
gene26485	TMEM86B
gene26486	PPP6R1
gene26487	LOC105877201
gene26488	HSPBP1
gene26489	BRSK1
gene2537	SELENOF
gene26490	TMEM150B
gene26491	KMT5C
gene2538	HS2ST1
gene26492	LOC105877215
gene26493	LOC105863301
gene26494	LOC105863327
gene26495	FAM71E2
gene26496	IL11
gene2539	LMO4
gene26497	LOC105863307
gene26498	TMEM190
gene26499	TMEM238
gene26500	RPL28
gene26501	UBE2S
gene26502	LOC105863300
gene26503	SHISA7
gene26505	ISOC2
gene26506	ZNF628
gene26507	NAT14
gene2540	LOC105862740
gene26508	SSC5D
gene26509	SBK2
gene26510	SBK3
gene26511	ZNF579
gene26512	FIZ1
gene2541	LOC105862741
gene26513	ZNF524
gene26514	ZNF865
gene26515	ZNF784
gene26516	ZNF580
gene26517	ZNF581
gene26518	CCDC106
gene26519	LOC109729965
gene26520	U2AF2
gene26521	EPN1
gene26522	LOC105863302
gene26525	LOC105872013
gene26526	LOC105873827
gene26528	LOC105868192
gene26529	LOC109729932
gene2542	LOC105862735
gene26530	LOC109729930
gene26531	LOC105857032
gene26532	LOC109729917
gene26533	LOC109729918
gene26534	LOC105868018
gene26535	LOC105868017
gene26536	LOC105867982
gene26537	LOC105868014
gene26538	CXCL17
gene26539	LIPE
gene26540	LOC105868015
gene26541	CNFN
gene26542	MEGF8
gene26543	TMEM145
gene26544	PRR19
gene26545	PAFAH1B3
gene26546	CIC
gene26547	ERF
gene26548	GSK3A
gene26549	ZNF526
gene26550	DEDD2
gene26551	POU2F2
gene26552	LOC105868010
gene26553	LOC109729916
gene26554	ZNF574
gene26555	GRIK5
gene26556	ATP1A3
gene26557	LOC105867994
gene26558	LOC105867993
gene26559	RABAC1
gene26560	LOC105867990
gene26561	ARHGEF1
gene26562	CD79A
gene26563	RPS19
gene26564	LOC105867989
gene26565	DMRTC2
gene26566	LYPD4
gene26567	LOC105867981
gene26568	LOC105868016
gene26570	LOC105869446
gene26571	LOC105869393
gene26572	LOC105869447
gene26573	LOC105869450
gene26574	LOC105869449
gene2543	LOC105862738
gene26575	LOC105869455
gene26576	LOC105869451
gene26577	LOC105869603
gene26578	LOC105869456
gene26579	LOC105869453
gene26580	TEX101
gene278	LOC105874433
gene26581	LOC105869604
gene26582	LYPD3
gene26583	PHLDB3
gene26584	ETHE1
gene26585	ZNF575
gene26586	XRCC1
gene26587	PINLYP
gene26588	IRGQ
gene26589	ZNF576
gene26590	ZNF428
gene2544	LOC105862737
gene26591	SRRM5
gene26592	CADM4
gene26593	LOC109729949
gene26594	LOC105869469
gene26595	PLAUR
gene26596	LOC105869470
gene26597	IRGC
gene26598	SMG9
gene2545	LOC105862739
gene26599	KCNN4
gene26600	LYPD5
gene26601	ZNF283
gene26602	ZNF404
gene26603	ZNF45
gene2546	PKN2
gene26604	LOC105869486
gene26605	LOC105869478
gene2547	GTF2B
gene26607	ZNF225
gene26608	LOC105869490
gene26609	ZNF234
gene26610	ZNF226
gene26611	ZNF227
gene26612	ZNF233
gene26613	ZNF235
gene26614	ZNF112
gene26615	ZNF285
gene26616	LOC105869497
gene26617	ZNF229
gene26618	LOC105869500
gene26619	CEACAM20
gene26620	IGSF23
gene26621	PVR
gene26622	CEACAM19
gene2548	LOC105862731
gene26623	CEACAM16
gene26624	LOC105869612
gene26625	BCL3
gene2549	KYAT3
gene26626	CBLC
gene26627	BCAM
gene26628	NECTIN2
gene26629	TOMM40
gene26630	APOE
gene26631	APOC1
gene26632	APOC4
gene2550	LOC105862726
gene26633	APOC2
gene26634	CLPTM1
gene26635	RELB
gene26636	CLASRP
gene2552	LOC105862721
gene26637	ZNF296
gene26638	GEMIN7
gene26639	LOC109729931
gene26640	PPP1R37
gene26642	NKPD1
gene2553	LOC105862727
gene26643	TRAPPC6A
gene26644	BLOC1S3
gene26645	EXOC3L2
gene26646	LOC109729967
gene26647	MARK4
gene26648	CKM
gene2555	LOC105862725
gene26649	KLC3
gene26650	ERCC2
gene26651	PPP1R13L
gene26652	CD3EAP
gene2556	GBP5
gene26653	ERCC1
gene26654	FOSB
gene26655	RTN2
gene26656	PPM1N
gene26657	VASP
gene26658	OPA3
gene26659	GPR4
gene26660	EML2
gene26661	GIPR
gene26662	SNRPD2
gene279	ZNF662
gene26663	QPCTL
gene26664	FBXO46
gene26665	BHMG1
gene26666	SIX5
gene26667	DMPK
gene26668	LOC105869551
gene26669	DMWD
gene2557	LOC105862734
gene26670	RSPH6A
gene26671	SYMPK
gene26672	FOXA3
gene26673	IRF2BP1
gene26674	MYPOP
gene26675	NANOS2
gene26676	NOVA2
gene26677	CCDC61
gene26678	LOC105869561
gene26679	PGLYRP1
gene26680	LOC109729968
gene26681	HIF3A
gene26682	PPP5C
gene26683	PNMAL1
gene26684	LOC105869565
gene26685	CCDC8
gene26686	PNMAL2
gene26687	CALM3
gene26688	PTGIR
gene2558	LOC105885693
gene26689	GNG8
gene26690	DACT3
gene26691	LOC109729948
gene26692	PRKD2
gene26693	STRN4
gene2559	LRRC8B
gene26694	FKRP
gene26696	SLC1A5
gene26697	AP2S1
gene26698	ARHGAP35
gene26699	LOC105869578
gene26700	NPAS1
gene26701	TMEM160
gene26702	ZC3H4
gene26703	LOC105869582
gene26704	SAE1
gene26705	BBC3
gene26706	CCDC9
gene26707	INAFM1
gene26708	C5AR1
gene26709	C5AR2
gene26710	DHX34
gene26711	MEIS3
gene26712	SLC8A2
gene2560	LOC105885694
gene26713	KPTN
gene26714	NAPA
gene26715	ZNF541
gene26716	LOC105869595
gene26717	GLTSCR1
gene26718	EHD2
gene26719	GLTSCR2
gene26720	SELENOW
gene26721	CRX
gene26722	LOC105869617
gene26724	SULT2A1
gene26725	LOC105869619
gene26726	LOC105866793
gene26727	BSPH1
gene26728	ELSPBP1
gene26729	CABP5
gene2561	LRRC8C
gene26730	LIG1
gene26731	C22H19orf68
gene26733	CCDC114
gene26734	EMP3
gene26735	TMEM143
gene26736	SYNGR4
gene26737	KDELR1
gene26738	GRIN2D
gene26739	GRWD1
gene26740	KCNJ14
gene26741	CYTH2
gene26742	LMTK3
gene26743	SULT2B1
gene26744	SPACA4
gene26745	FAM83E
gene26746	RPL18
gene26747	SPHK2
gene26748	DBP
gene26749	CA11
gene26750	LOC105865666
gene26751	NTN5
gene26753	FUT2
gene26755	MAMSTR
gene26756	RASIP1
gene26757	IZUMO1
gene26758	FUT1
gene2562	LOC109729850
gene26759	FGF21
gene26760	BCAT2
gene26761	LOC105865593
gene26762	HSD17B14
gene26763	PLEKHA4
gene26764	PPP1R15A
gene26765	TULP2
gene2563	LOC105885695
gene26766	NUCB1
gene26767	DHDH
gene26768	BAX
gene26769	FTL
gene26770	GYS1
gene26771	RUVBL2
gene26772	LOC105865603
gene26773	LOC105865600
gene26774	LOC105865605
gene26775	NTF4
gene26776	KCNA7
gene26777	SNRNP70
gene26778	LOC105865658
gene26779	LIN7B
gene2564	LOC105885696
gene26780	C22H19orf73
gene26781	PPFIA3
gene26782	LOC109729953
gene26783	HRC
gene26784	TRPM4
gene26785	LOC105865686
gene2565	LRRC8D
gene26786	LOC105865684
gene26787	CD37
gene26788	TEAD2
gene26789	DKKL1
gene26790	CCDC155
gene26791	PTH2
gene26792	GFY
gene26793	SLC17A7
gene26794	PIH1D1
gene26795	ALDH16A1
gene26796	FLT3LG
gene26797	RPL13A
gene26798	RPS11
gene26799	FCGRT
gene26800	RCN3
gene26801	NOSIP
gene26802	PRRG2
gene26803	PRR12
gene26804	RRAS
gene26805	SCAF1
gene26806	IRF3
gene2566	ZNF326
gene26807	BCL2L12
gene26808	PRMT1
gene26809	ADM5
gene26810	CPT1C
gene26811	TSKS
gene26812	AP2A1
gene26813	FUZ
gene26814	MED25
gene26815	PTOV1
gene26816	PNKP
gene2568	LOC105885700
gene26817	AKT1S1
gene26818	TBC1D17
gene26820	IL4I1
gene26821	NUP62
gene26822	ATF5
gene26823	LOC105865629
gene26825	LOC105865538
gene26827	VRK3
gene2570	BARHL2
gene26828	LOC105865584
gene26829	ZNF473
gene26830	LOC105865577
gene26831	LOC105865535
gene26832	LOC105865579
gene26833	IZUMO2
gene2571	LOC105885704
gene26834	MYH14
gene26835	LOC105865521
gene26836	KCNC3
gene26837	NAPSA
gene26838	NR1H2
gene26839	POLD1
gene2572	LOC105885703
gene26840	SPIB
gene26841	MYBPC2
gene26842	FAM71E1
gene2573	LOC105885702
gene26843	EMC10
gene26844	JOSD2
gene26845	ASPDH
gene26846	LRRC4B
gene26847	SYT3
gene26848	LOC105865576
gene26849	LOC105865582
gene26850	LOC105865574
gene26851	C22H19orf81
gene2574	ZNF644
gene26852	SHANK1
gene26853	CLEC11A
gene26854	ACPT
gene26855	LOC109729958
gene26856	LOC105865551
gene26857	LOC105865523
gene26858	LOC105865558
gene26859	LOC105865552
gene26860	KLK15
gene26861	LOC105865578
gene26863	LOC105865567
gene26864	KLK4
gene26865	KLK5
gene26866	KLK6
gene26867	KLK7
gene26868	KLK8
gene26869	KLK9
gene26870	LOC105865587
gene26871	KLK10
gene26872	KLK11
gene26873	KLK12
gene26874	LOC109729929
gene26875	KLK13
gene26876	LOC105865583
gene26877	KLK14
gene26878	CTU1
gene26879	LOC105865528
gene26880	LOC105862907
gene26881	NLRP8
gene26882	NLRP4
gene26883	NLRP11
gene26884	NLRP9
gene26885	LOC105868193
gene26886	LOC105868194
gene26887	LOC105868191
gene26888	LOC105855130
gene26889	LOC109729928
gene26890	LOC105869125
gene26891	LOC105869126
gene26892	ERICH4
gene26893	ATP5SL
gene26895	B3GNT8
gene26896	BCKDHA
gene26897	EXOSC5
gene26898	TMEM91
gene26899	B9D2
gene26900	TGFB1
gene26901	CCDC97
gene26902	HNRNPUL1
gene26903	LOC109729945
gene26904	AXL
gene26905	LOC105869131
gene26906	LOC105869130
gene26907	LOC105869127
gene26908	LOC105869129
gene26909	LOC105869128
gene26910	LOC105869132
gene26911	LOC105877013
gene26912	LOC105876749
gene26913	LOC105876750
gene26914	LOC105876752
gene26915	EGLN2
gene26916	RAB4B
gene26917	MIA
gene26918	SNRPA
gene26919	C22H19orf54
gene26920	ITPKC
gene26921	COQ8B
gene26922	NUMBL
gene26923	LTBP4
gene26924	SHKBP1
gene26925	SPTBN4
gene26926	BLVRB
gene26927	SERTAD3
gene2575	LOC105885707
gene26928	SERTAD1
gene26929	PRX
gene26930	HIPK4
gene26931	PLD3
gene26932	C22H19orf47
gene2576	LOC105885712
gene26933	AKT2
gene2578	HFM1
gene26934	CNTD2
gene26935	TTC9B
gene26936	MAP3K10
gene26937	LOC109729955
gene26938	LOC105876776
gene26939	ZNF546
gene26940	LOC105876780
gene26941	PSMC4
gene26942	FCGBP
gene26943	FBL
gene26944	DYRK1B
gene26945	LOC105877036
gene26946	EID2
gene26947	EID2B
gene26948	SELENOV
gene26949	DLL3
gene26950	TIMM50
gene26951	SUPT5H
gene26952	LOC105876790
gene26953	RPS16
gene26954	PLEKHG2
gene26955	LOC105876794
gene26956	TRNAI-UAU
gene26957	ZFP36
gene26958	MED29
gene26959	PAF1
gene26960	SAMD4B
gene26961	GMFG
gene26962	LRFN1
gene26963	LOC105877016
gene26964	LOC105877017
gene26965	SYCN
gene26966	NCCRP1
gene26967	PAK4
gene26968	LOC109729923
gene26969	ACP7
gene2579	LOC105885711
gene26970	LOC105876809
gene26971	MRPS12
gene26972	SARS2
gene26973	CCER2
gene26974	NFKBIB
gene26975	SIRT2
gene26976	RINL
gene26977	LOC105876815
gene26978	HNRNPL
gene26979	ECH1
gene26980	LGALS4
gene2580	CDC7
gene26981	LGALS7B
gene26982	LOC105876820
gene26983	CAPN12
gene26984	ACTN4
gene2581	LOC105885683
gene26985	LOC105876824
gene26986	EIF3K
gene26987	MAP4K1
gene26988	RYR1
gene2582	TGFBR3
gene26990	LOC109729904
gene26991	RASGRP4
gene26992	FAM98C
gene26993	SPRED3
gene2583	LOC105885715
gene26994	GGN
gene26995	PSMD8
gene26996	CATSPERG
gene26997	KCNK6
gene26998	YIF1B
gene280	ACKR2
gene26999	C22H19orf33
gene27000	SPINT2
gene27001	PPP1R14A
gene27002	DPF1
gene2584	BRDT
gene27003	SIPA1L3
gene27004	WDR87
gene27005	LOC105876848
gene2585	LOC105885718
gene27006	LOC105876845
gene27008	ZNF573
gene27009	ZNF607
gene27010	ZFP30
gene2586	EPHX4
gene27011	LOC105876853
gene2587	LOC105885720
gene27012	LOC105877019
gene27013	LOC105876852
gene2588	C2H1orf146
gene27014	ZNF585A
gene27016	LOC105876851
gene27017	LOC105876857
gene27018	ZNF527
gene27019	HKR1
gene27020	ZNF569
gene27021	LOC105876861
gene27022	LOC105876864
gene27024	ZNF793
gene27025	ZNF829
gene27026	ZNF568
gene27027	LOC105876867
gene27028	LOC105876886
gene27029	ZNF529
gene27030	ZNF382
gene27031	ZNF260
gene27032	LOC105876885
gene27033	ZNF566
gene27034	LOC109729950
gene27035	ZFP82
gene27036	ZFP14
gene27037	ZNF567
gene2589	LOC109729869
gene27038	ZNF461
gene27039	ZNF565
gene27040	ZNF146
gene27041	LOC105876884
gene2590	GLMN
gene27042	CAPNS1
gene27043	TBCB
gene2591	RPAP2
gene27044	POLR2I
gene27045	OVOL3
gene27046	LOC105876892
gene27047	WDR62
gene27048	LOC105876893
gene27049	THAP8
gene2592	GFI1
gene27050	CLIP3
gene27051	ALKBH6
gene27052	SYNE4
gene27053	SDHAF1
gene27054	LRFN3
gene27055	LOC109729934
gene27056	TYROBP
gene2593	EVI5
gene27057	HCST
gene27058	NFKBID
gene27059	APLP1
gene27060	KIRREL2
gene27061	NPHS1
gene27062	PRODH2
gene27063	LOC105876907
gene27064	ARHGAP33
gene27065	PROSER3
gene27066	HSPB6
gene27067	LIN37
gene27068	PSENEN
gene27069	IGFLR1
gene27070	KMT2B
gene27071	ZBTB32
gene27072	UPK1A
gene27073	LOC105876919
gene27074	ETV2
gene27075	RBM42
gene27076	HAUS5
gene27077	LOC105876923
gene27078	LOC105877040
gene27079	LOC105877041
gene27080	ATP4A
gene27081	TMEM147
gene27082	GAPDHS
gene27083	LOC109729924
gene27084	SBSN
gene27085	DMKN
gene27086	KRTDAP
gene27087	FFAR2
gene27088	FFAR3
gene27089	FFAR1
gene27090	CD22
gene27091	MAG
gene27092	HAMP
gene27093	USF2
gene27094	LSR
gene27095	FAM187B
gene27096	LOC105877045
gene27097	FXYD5
gene27098	FXYD7
gene2594	RPL5
gene27099	FXYD1
